,Created At,Likes,Location,Name,Retweet,Tweet,Tweet_cleaned,_id,id,party,hashtags
0,2019-03-28 09:36:57,0,"Maharashtra, India",चौकीदार - वंदना,0,"RT @aajtak: संजय सिंह ने राहुल गांधी से पूछा सवाल
https://t.co/mRhfPUj7jX",Sanjay Singh asked Rahul Gandhi questions,5c9c95bf5c284c7a04966b96,1111200491860418561,congress,[]
1,2019-03-28 09:36:57,0,Hindustan,Vedzee97,0,"RT @ss_suryawanshi: .@INCMaharashtra alleged,.one more Chaukidar in @Dev_Fadnavis
Cabinet is chor. Minster for state (Excise) Dilip Kamble…",INCMaharashtra charged one more Chaukidar in Dev Fadnavis Cabinet is chor Minster for state Excise Dilip Kamble,5c9c95c05c284c7a04966b97,1111200492586262533,congress,[]
2,2019-03-28 09:36:57,0,,Shalmon thombare चौकीदार चोर है..,0,"RT @mataonline: काँग्रेसची 'न्याय' योजना क्रांतिकारी: रघुराम राजन
https://t.co/CrX4IYRUZ3 #RaguramRajan",Congress justice plan revolutionary Raghuram Rajan #RaguramRajan,5c9c95c15c284c7a04966b98,1111200492644790272,congress,['RaguramRajan']
3,2019-03-28 09:36:57,0,"Vellore, Tamil Nadu, India",chowkidar esan a venkat,0,"@somitmakar @NationJai @JhaSanjay @RahulGandhi @ShatruganSinha @desimojito @gmkrishna @kaminirupani @bhupendrachaube @Nidhi @ArnabGoswamiRtv CONGRESS are now in BAIL MANIA😏

Probably ....after May 2019....all these Diseased congees will be given APPROPRIATE TREATMENT with proper care👍",somitmakar NationJai JhaSanjay RahulGandhi ShatruganSinha desimojito gmkrishna kaminirupani bhupendrachaube Nidhi ArnabGoswamiRtv CONGRESS are now in BAIL MANIA Probably after May 2019 all these Diseased congees will be given APPROPRIATE TREATMENT with proper care,5c9c95c25c284c7a04966b99,1111200493106126848,congress,[]
4,2019-03-28 09:36:58,0,DIASPORA,AYOTUNDE,0,"RT @SaharaReporters: while the incumbent governor, Jibrilla Bindow of the All Progressives Congress @OfficialAPCNg, had 334,995 votes.

#Ad…",while the incumbent governor Jibrilla Bindow of the All Progressives Congress OfficialAPCNg had 334 995 votes #Ad,5c9c95c35c284c7a04966b9a,1111200496063340544,congress,['Ad']
5,2019-03-28 09:36:58,0,,GEN Mark A. Milley,0,"RT @SecArmy: The @deptofdefense, @secnav76, @SecAFOfficial, &amp; I hosted the Joint House Reception in honor of the new members of the 116th C…",The deptofdefense secnav76 SecAFOfficial amp I hosted the Joint House Reception in honor of the new members of the 116th C,5c9c95c45c284c7a04966b9b,1111200496117841920,congress,[]
6,2019-03-28 09:36:58,0,"Indore, India",rakhi_jadon,0,"We have to survive every move of the Congress nd we will be able to do that because , it is engaged in fooling the people
#ShutDaFakeUp",We have to survive every move of the Congress nd we will be able to do that because it is engaged in fooling the people #ShutDaFakeUp,5c9c95c55c284c7a04966b9c,1111200496314810368,congress,['ShutDaFakeUp']
7,2019-03-28 09:36:58,0,Earth,KnittingPurls,0,"RT @thehill: Mayor Carmen Yulín Cruz: ""Now I have a message for the Republicans in Congress: you don't have to be held hostage to a vindict…",Mayor Carmen Yul n Cruz Now I have a message for the Republicans in Congress you don t have to be held hostage to a vindict,5c9c95c65c284c7a04966b9d,1111200497795506177,congress,[]
8,2019-03-28 09:36:58,0,,sibercal,0,"RT @RyanAFournier: Hillary Clinton deleted 33,000 emails, destroyed her personal devices, lied to the FBI and Congress, and accepted $400,0…",Hillary Clinton deleted 33 000 emails destroyed her personal devices lied to the FBI and Congress and accepted 400 0,5c9c95c75c284c7a04966b9e,1111200498680508416,congress,[]
9,2019-03-28 09:36:58,0,,Eduardo Santisbon,0,RT @Monaheart1229: MSNBC reporting that Nadler said that in light of Barr's further lack of cooperation in putting off the April 2 report d…,MSNBC reporting that Nadler said that in light of Barr s further lack of cooperation in putting off the April 2 report d,5c9c95c85c284c7a04966b9f,1111200499334815744,congress,[]
10,2019-03-28 09:36:58,0,,Aditi,0,"The Chandrayaan mission has planned and conceived by Atal Bihari Vajpayee govt but @sardesairajdeep
chooses to give credit to Congress.
Can these people who are openly affiliated with Congress be allowed to call themselves as journalists??? https://t.co/wsjcHlynzb",The Chandrayaan mission has planned and conceived by Atal Bihari Vajpayee govt but sardesairajdeep chooses to give credit to Congress Can these people who are openly affiliated with Congress be allowed to call themselves as journalists,5c9c95c95c284c7a04966ba0,1111200499620028416,congress,[]
11,2019-03-28 09:36:59,0,,Soyuz Kumar Samal,0,@sardesairajdeep Join Congress please..,sardesairajdeep Join Congress please,5c9c95ca5c284c7a04966ba1,1111200500999815168,congress,[]
12,2019-03-28 09:36:59,0,🇮🇳🇮🇳🇮🇳,Chowkidar Aj@Y ®€dd¥,0,"RT @AsYouNotWish: If Modi is a jhumlaman who hasn’t done anything constructive, why is the opposition so scared of him?

Why is Congress op…",If Modi is a jhumlaman who hasn t done anything constructive why is the opposition so scared of him Why is Congress op,5c9c95cb5c284c7a04966ba2,1111200502165889025,congress,[]
13,2019-03-28 09:36:59,0,,Tapan 🇮🇳,0,RT @RavinarIN: Why dont you ask that housemaid of Congress also employed in your channel... Dallavi something... she should know what the V…,Why don t you ask that housemaid of Congress also employed in your channel Pallavi something she should know what the V,5c9c95cc5c284c7a04966ba3,1111200502048411648,congress,[]
14,2019-03-28 09:36:59,0,Somewhere in the W sector,Vikas Singh,0,"Talk about NFU, opening cantonments, half baked OROP",Talk about NFU opening cantonments half baked OROP,5c9c95cd5c284c7a04966ba4,1111200502333784070,congress,[]
16,2019-03-28 09:37:00,0,"Kanpur, India",Chowkidar Sanjay Tripathi🇮🇳,0,"RT @timesofindia: Under the Congress, Uttarakhand suffered heavily. It is only under the BJP that the state is witnessing rapid strides in…",Under the Congress Uttarakhand suffered heavily It is only under the BJP that the state is witnessing rapid strides in,5c9c95cf5c284c7a04966ba6,1111200504669978624,congress,[]
17,2019-03-28 09:37:00,0,India,Me The Rajput,0,RT @Shehzad_Ind: Priyanka Vadra tells Congress workers in UP to prepare for 2022 Vidhan Sabha elections !! During 2019 LokSabha campaign!…,Priyanka Vadra tells Congress workers in UP to prepare for 2022 Vidhan Sabha elections During 2019 LokSabha campaign,5c9c95d05c284c7a04966ba7,1111200504762101760,congress,[]
18,2019-03-28 09:37:00,0,"New Delhi, India",Dynamo | Manish Kapoor,0,#Congress,#Congress,5c9c95d15c284c7a04966ba8,1111200505366237185,congress,['Congress']
19,2019-03-28 09:37:00,0,,M Skinner,0,"RT @neal_katyal: Or, instead of subpoena, if Barr won’t turn over Mueller Report to Congress, House should defund the Office of the Attorne…",Or instead of subpoena if Barr won t turn over Mueller Report to Congress House should defund the Office of the Attorne,5c9c95d25c284c7a04966ba9,1111200507350138880,congress,[]
20,2019-03-28 09:37:00,0,,Not The Girl Next Door,0,RT @IndiaHistorypic: 1971 :: When Cow And Calf Was Election Symbol of Congress Party https://t.co/Aw6xo1rICV,1971 When Cow And Calf Was Election Symbol of Congress Party,5c9c95d35c284c7a04966baa,1111200507941421056,congress,[]
21,2019-03-28 09:37:01,0,"New Delhi, India",चौकीदार त्यागी,0,"RT @theskindoctor13: @ANI Shatrughan Sinha ke Congress me aane se jitna Congressi khush hain, usse hazaar guna khush iske BJP se jaane me B…",ANI Shatrughan Sinha ke Congress me aane se jitna Congressi khush hain usse hazaar guna khush iske BJP se jaane me B,5c9c95d55c284c7a04966bac,1111200508608339969,congress,[]
23,2019-03-28 09:37:01,0,India,Chetan (Rajsa balyan),0,"RT @shakilpatel86: Please share and tweets all congress worker's family.
Jay ho.🌷🙏✌✍🌹 https://t.co/dXccNShRrN https://t.co/CSnTJMnnc9",Please share and tweets all congress worker s family Jay ho,5c9c95d75c284c7a04966bae,1111200510667706368,congress,[]
24,2019-03-28 09:37:01,0,Mumbai,Bring It On 👊,0,Welcome @ShatruganSinha Shotgun to the Congress family,Welcome ShatruganSinha Shotgun to the Congress family,5c9c95d85c284c7a04966baf,1111200510520942592,congress,[]
25,2019-03-28 09:37:01,0,"Kolkata, India",#ChowkidarChorHai,0,RT @shaktisinhgohil: BJP MP Shatrugna Sinha ji met our Congress President Shri @RahulGandhi today and in national interest has decided to j…,BJP MP Shatrughan Sinha ji met our Congress President Shri RahulGandhi today and in national interest has decided to j,5c9c95d95c284c7a04966bb0,1111200511103909888,congress,[]
26,2019-03-28 09:37:02,0,,ashok chandwaskar,0,"RT @ExSecular: Jali ko aag  kehte hain 
Bujhi ko rakh kehte hain 
dar dar bhatakne ke baad bhi ticket na mile 
Toh usko sonakshi ka baap ke…",Jali ko aag kehte hain Bujhi ko rakh kehte hain dar dar bhatakne ke baad bhi ticket na mile Toh usko sonakshi ka baap ke,5c9c95db5c284c7a04966bb2,1111200513071038464,congress,[]
27,2019-03-28 09:37:02,0,somewhere near Tucson,SuzanneC.,0,RT @SpecialOlympics: We need your help NOW! Help us continue to reach nearly 3 million young people across the country. Call your Member of…,We need your help NOW Help us continue to reach nearly 3 million young people across the country Call your Member of,5c9c95dc5c284c7a04966bb3,1111200513939238912,congress,[]
28,2019-03-28 09:37:02,0,Mumbai,Reasonyourself (Geosam),0,"RT @sanjukta: Two Modi's speech since morning, both are fully focused on attacking on Congress (30 times) and a lot of effort on reclaiming…",Two Modi s speech since morning both are fully focused on attacking on Congress 30 times and a lot of effort on reclaiming,5c9c95dd5c284c7a04966bb4,1111200514488836096,congress,[]
30,2019-03-28 09:37:02,0,"Faridabad, India",चौकीदार योगेश अग्रवाल,0,"RT @ExSecular: Shatrughan sinha having Kirti azaad day today .. 
Kirti azaad joined congres with the promise of darbhanga ticket 
Shatrugha…",Shatrughan sinha having Kirti azaad day today Kirti azaad joined congres with the promise of darbhanga ticket Shatrugha,5c9c95df5c284c7a04966bb6,1111200515797315584,congress,[]
31,2019-03-28 09:37:02,0,"Mumbai, India",Chowkidar Monica Sharma,0,"Modi : I thank ISRO scientists, ex ISRO chiefs, researchers and 130 crore Indians on India becoming a space superpower.

Congress : Thanks to Nehru that India is now a space super power.

Difference.....‼️",Modi I thank ISRO scientists ex ISRO chiefs researchers and 130 crore Indians on India becoming a space superpower Congress Thanks to Nehru that India is now a space super power Difference,5c9c95e05c284c7a04966bb7,1111200516011446272,congress,[]
32,2019-03-28 09:37:02,0,"Los Angeles, CA",Appi,0,"RT @muglikar_: Congress hatao
Gareebi apne aap hategi

😂😂😂😂Modi modi Modi...

Sir ji full guns blazing. Crowd is going maaad",Congress hatao Gareebi apne aap hategi Modi modi Modi Sir ji full guns blazing Crowd is going maaad,5c9c95e15c284c7a04966bb8,1111200516363583488,congress,[]
34,2019-03-28 09:37:02,0,,Mohana K,0,@INCIndia More than 1000 from congress too...,INCIndia More than 1000 from congress too,5c9c95e35c284c7a04966bba,1111200516896423936,congress,[]
35,2019-03-28 09:37:03,0,,Ashok.  Keshwala.,0,"RT @OpIndia_com: Senior Congress leader Ahmed Patel shared a news report which is critical of Congress, further causing embarrassment to th…",Senior Congress leader Ahmed Patel shared a news report which is critical of Congress further causing embarrassment to th,5c9c95e45c284c7a04966bbb,1111200520155418624,congress,[]
36,2019-03-28 09:37:03,0,,Namrata,0,"@BJPsoldIndia Both BJP&amp; congress 000000.Need real leader .We love you and your team...We pray for your strength and victory...

Baas bjp n congress n godi media,godi actor n actress desh se bahar ho jaye 2019 main ....

Aur real swatch bharat ban jaye...",BJPsoldIndia Both BJP amp congress 000000 Need real leader We love you and your team We pray for your strength and victory Baas bjp n congress n godi media godi actor n actress desh se bahar ho jaye 2019 main Aur real swatch bharat ban jaye,5c9c95e55c284c7a04966bbc,1111200520704655360,congress,[]
37,2019-03-28 09:37:03,0,India,Sakshi,0,@Umashankar_khad @shyamjai aise hi log congress ko vote dene ke liye ek per par khade hai..,Umashankar khad shyamjai aise hi log congress ko vote dene ke liye ek per par khade hai,5c9c95e65c284c7a04966bbd,1111200520729972737,congress,[]
39,2019-03-28 09:37:05,0,,Jayanti K Kesari 🇮🇳,0,"RT @narendramodi_in: Under the Congress, Uttarakhand suffered heavily.

It is only under the BJP that the state is witnessing rapid strides…",Under the Congress Uttarakhand suffered heavily It is only under the BJP that the state is witnessing rapid strides,5c9c95e85c284c7a04966bbf,1111200525331124224,congress,[]
40,2019-03-28 09:37:04,0,,Clancy Maluo,0,@Ilhan Then give up ur congress healthcare  plan pd 4 by taxpayers &amp; use what we have. Only then will there be excellent healthcare 4 all bcuz u will have the same skin in the game like everyone else. Until then ur just a blowhard hypocrite.,Ilhan Then give up ur congress healthcare plan pd 4 by taxpayers amp use what we have Only then will there be excellent healthcare 4 all bcuz u will have the same skin in the game like everyone else Until then ur just a blowhard hypocrite,5c9c95e95c284c7a04966bc0,1111200525221945344,congress,[]
41,2019-03-28 09:37:05,0,Bharat Varsh,Aryavart,0,"RT @UnSubtleDesi: ‘Congress ko aane do, phir batayenge tum logo ko’, placard activist threatened for 'Modi Once More' sticker on car - Opin…",Congress ko aane do phir batayenge tum logo ko placard activist threatened for Modi Once More sticker on car Opin,5c9c95ea5c284c7a04966bc1,1111200525758935043,congress,[]
42,2019-03-28 09:37:05,0,"Bengaluru, India",FirstNews Kannada,0,"ಐಟಿ ಕಚೇರಿ ಮುಂಭಾಗ ಮಿತ್ರ ಪಕ್ಷಗಳ ಜಂಟಿ ಪ್ರತಿಭಟನೆ
https://t.co/7Z9u2v6vzb #FirstNewsKannada https://t.co/DdM36Xz8iI",Alliance partners in front of IT office #FirstNewsKannada,5c9c95eb5c284c7a04966bc2,1111200525498892288,congress,['FirstNewsKannada']
43,2019-03-28 09:37:05,0,Rohtak ,Sandeep Hooda,0,RT @INCIndia: Congress President @RahulGandhi welcomes Smt. Urmila Matondkar to the Congress Party. https://t.co/4iZHAy9Nn8,Congress President RahulGandhi welcomes Smt Urmila Matondkar to the Congress Party,5c9c95ec5c284c7a04966bc3,1111200526778224645,congress,[]
46,2019-03-28 09:37:06,0,"New Delhi, India",Uniform Civil Code 🇮🇳,0,RT @TajinderBagga: 2nd Part of Congress Dalal Patarkar Movie https://t.co/ixWHK2xHWc,2nd Part of Congress Dalal Patarkar Movie,5c9c95ef5c284c7a04966bc6,1111200529718210560,congress,[]
